,name,id,type,price,material,description,colors,sizes,imageCount
145,X565 Skinny Denim,6764787761224,Denim,52.0,92% cotton 7% polyester 1% spandex,"The X565 Skinny Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking, And Features A Vintage Blue Wash And Custom Distressing Details Throughout.",Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,8
146,D519 Zipper Flare Denim,6761753935944,Denim,78.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Black Denim.",Black,28/29/30/31/32/33/34/36/38/40/42,8
147,B480 Cargo Flare Denim,6620506980424,Denim,38.0,100% cotton,"The D480 Cargo Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Warm Washed Denim, With A Vintage Wash And Sanding, Cargo Pockets At The Outseam, And Finished With A Self Fabric Panelling For A Flare At The Leg Opening.",Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,9
148,B469 Flare Denim,6620506259528,Denim,74.0,100% cotton,"The B469 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Blue Denim, Panelling At The Inseam And Outseam From Matching Denim For A Slight Flare, Distressing Throughout, And Finished With A Deconstructed Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
149,B455 Flare Denim,6614383755336,Denim,68.0,100% cotton,"The B455 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Light Washed Blue Denim, Panelling At The Inseam And Outseam From Contrasting Blue Denim For A Slight Flare, Distressing At The Wearer'S Left Knee, And Finished With A Deconstructed Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,9
150,Ultra Baggy Moto Denim,6861779861576,Denim,78.0,100% cotton,"The Ultra Baggy Moto Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Padded Moto Inspired Details At The Outseam, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Blue,28/29/30/31/32/33/34/36/38/40/42,7
151,Ultra Baggy Workwear Denim,6827470094408,Denim,84.0,100% cotton,"The Ultra Baggy Workwear Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With Slight Distressing, Including A Studded Double Knee And Key Loop Detail",Washed Black,28/29/30/31/32/33/34/36/38/40/42,7
152,Ultra Baggy Bandana Patch Denim,6812659744840,Denim,98.0,100% cotton,"The Ultra Baggy Bandana Patch Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Light Wash, Featuring Standard Five Pocket Denim Details, Distressing And Repair Details, Paisley Printed Patches In Multiple Colors Throughout, And Finished With A Button Placket.",Blue/Multi,28/29/30/31/32/33/34/36/38/40/42,9
153,V640 Ultra Ripped Denim,6803404292168,Denim,42.0,100% cotton,"The V640 Ultra Ripped Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit, Featuring A 100% Cotton Washed Black Denim, Finished Hem, And Vigorous Distressing On The Front And Back. Pair This With Our Oversized Ripped Denim Jacket .",Washed Black,28/29/30/31/32/33/34/36/38/40/42,9
154,X634 Cargo Skinny Stacked Denim,6797865943112,Denim,48.0,98% cotton 2% spandex,"The X634 Cargo Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, An Ombre Wash For Improved Hand Feel, Cargo Pockets At The Outseam, Zipper Details At The Knees, And Finished With Embroidery At The Inseam.",Blue/White,28/29/30/31/32/33/34/36/38/40/42,9
155,V603 Camo Carpenter Pants,6789015470152,Denim,42.0,100% cotton,"The V603 Camo Carpenter Pants Are Designed With Our New V Fit Which Is Relaxed Throughout, Features A Vintage Wash And Constructed From Custom Developed Hunting Camo Fabric With A Pink Base.",Orange,28/29/30/31/32/33/34/36/38/40/42,8
156,D519 Zipper Flare Denim,6774724722760,Denim,48.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Black Denim.",Brown,28/29/30/31/32/33/34/36/38/40/42,8
157,B574 Zipper Flare Denim,6770150277192,Denim,40.0,100% cotton,"The B574 Zipper Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Medium Washed Blue Denim, Panelling At The Inseam And Outseam From Contrasting Denim For A Slight Flare, And Finished With A Exposed Zipper Details At The Outseam.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
158,X555 Crystal Skinny Denim,6764786417736,Denim,68.0,92% cotton 7% polyester 1% spandex,"The X555 Crystal Skinny Denim Is Designed With Our New X Fit Which Is  Skinny Throughout With An Extended Inseam For Stacking, And Features Distressing Throughout, And Finished With Repair Panels With Rhinestones.",Blue/Pink,28/29/30/31/32/33/34/36/38/40/42,9
159,D544 Straight Denim,6763929108552,Denim,68.0,100% cotton,"The D544 Straight Denim Is Designed With Our New D Fit Which Is Relaxed Throughout With An Extended Inseam For Stacking And Features A Warm, Vintage Wash, And Finished With Distressing Details Throughout.",Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,9
160,X514 Skinny Stacked Denim,6752483901512,Denim,64.0,98% cotton 2% spandex,"The X514 Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Vintage Wash For Improved Hand Feel.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
161,Frayed Denim Shorts,6734817689672,Bottoms,41.0,100% cotton,"The Frayed Denim Shorts Are Designed With A Relaxed Fit Throughout, Featuring A Garment Washed Denim Fabric, And Finished Off With Raw Hem.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,7
162,Ultra Baggy Moto Denim,6894507458632,Denim,56.0,100% cotton,"The Ultra Baggy Moto Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Padded Moto Inspired Details At The Outseam, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Off White,28/29/30/31/32/33/34/36/38/40/42,8
163,V706 Washed Leather Pants,6883047637064,Bottoms,52.0,100% cotton,"The V706 Washed Leather Pants Is Designed With Our New V Fit Which Is Relaxed Throughout, Has A Black Gradient Faux Leather Fabric Made Of 100% Cotton, Panel Stitching Along The Knees, And Charming Zipper Lined Pockets.",Black,28/29/30/31/32/33/34/36/38/40/42,10
164,Ultra Baggy Skeet Shotgun Denim,6878690508872,Denim,40.0,100% cotton,"The Ultra Baggy Skeet Shotgun Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Faded Light Blue Wash, Featuring Dual Knee Slits, And Finished Strategic Distressing Details Throughout.",Blue,28/29/30/31/32/33/34/36/38/40/42,9
165,B679 Worn In Painted Pants,6861299384392,Denim,38.0,100% cotton,"The B679 Worn-In Painted Pants Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From A Washed Black Denim, Purposeful Paint Marks Throughout And Finished With A Deconstructed Seamed Side Pocket.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,9
166,Flame Denim Shorts,6804507492424,Denim,74.0,100% cotton,"Introducing Our Flame Denim Shorts, Crafted From 100% Cotton Denim For Ultimate Comfort. These Shorts Feature A Standard Fit, Ensuring A Timeless Silhouette. With Intricate Flame And Dual-Tone Detailing, Along With A Distressed Finish, They Exude A Bold And Edgy Style. ",Blue,28/29/30/31/32/33/34/36/38/40/42,8
167,V376 Studded Baggy Denim,6790231851080,Denim,74.0,100% cotton,"The V376 Studded Baggy Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit, Featuring A Vintage Wash With Whiskering Details Throughout, Constructed From 100% Cotton Denim, And Finished With Studding Details Down The Outseam And Around The Pockets.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
168,Ultra Baggy Flame Denim,6790231621704,Denim,42.0,100% cotton,"The Ultra Baggy Flame Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Light Vintage Wash, Tonal Flame Artwork Up Both Outseams, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Blue,28/29/30/31/32/33/34/36/38/40/42,7
169,X609 Algae Skinny Denim,6773226831944,Denim,52.0,92% cotton 7% polyester 1% spandex,"The X609 Algae Skinny Denim Is Designed With Our X Fit, Which Is Skinny Throughout With An Extended Inseam For Stacking, And Features A Vintage Blue Wash With A Green Tint, And Finished With Distressing Details.",Green,28/29/30/31/32/33/34/36/38/40/42,8
170,X598 Skinny Stacked Denim,6773226340424,Denim,68.0,92% cotton 7% polyester 1% spandex,"The X598 Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, Paint Splatter Details, Distressing At The Knees, And Finished With A Vintage Wash For Improved Hand Feel.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
171,D558 Straight Stripe Denim,6764786745416,Denim,48.0,84% cotton 16% polyester,"The D558 Straight Stripe Denim Is Designed With Our New D Fit Which Is Relaxed Throughout With An Extended Inseam For Stacking And Features A Vintage Wash, Whiskering And Sanding Throughout, Deconstructed Hem, And Finished With A Zipper On The Entire Outseam.",Black,28/29/30/31/32/33/34/36/38/40/42,8
172,Baggy Rave Denim,6764785533000,Denim,68.0,100% cotton,"The Baggy Rave Denim Are Designed With A New Oversized Rave Fit, Constructed From A Washed Denim, Distressing Throughout, And Finished With A Deconstructed Hem.",Rust,28/29/30/31/32/33/34/36/38/40/42,7
173,Ultra Baggy Denim,6705351065672,Denim,68.0,100% cotton,"The Ultra Baggy Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Light Wash, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Medium Blue,28/29/30/31/32/33/34/36/38/40/42,8
174,X491 Convertible Skinny Denim,6666371399752,Denim,68.0,98% cotton 2% spandex,"The X491 Convertible Skinny Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking, Constructed From Stretch Denim, And Finished With A Zipper Up The Back That Converts The Pants To A Flared Leg Opening",Grey,28/29/30/31/32/33/34/36/38/40/42,9
175,B451 Star Flare Denim,6651070742600,Denim,48.0,100% cotton,"The B451 Star Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Olive Denim, Work Pants Panelling Removed After Wash For Contrasting Wash Area, Contrast Panelling At The Inseam And Outseam For A Slight Flare, Leg Openings Have A Deconstructed Hem, And Finished With Olive And Tan Star Patches Throughout.",Black,28/29/30/31/32/33/34/36/38/40/42,9
176,D269 Straight Denim,5531159724104,Denim,48.0,100% cotton,The D269 Denim Is Designed With Our D Fit Which Is Relaxed Throughout With An Extended Inseam For Stacking And Features Raw Edge Repair Panels Throughout.,Black,28/29/30/31/32/33/34/36/38/40/42,8
177,Ultra Baggy Skated Cargo Pants,6914534146120,Bottoms,64.0,100% cotton,"The Ultra Baggy Skated Cargo Pants Are Designed With A New Oversized Ultra Baggy Fit, Constructed From A Urban Camo Printed Denim With A Rinse Wash And Distressing Details Throughout, Featuring Cargo Pockets Throughout With Snap Closures, And Finished With A Button Placket.",Black/White,28/29/30/31/32/33/34/36/38/40/42,8
178,B729 Waxed Denim,6901144485960,Denim,78.0,100% cotton,"The B729 Waxed Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Black Denim Finished With A Waxed Coating, Panelling At The Knee, And Finished With A Traditional Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,8
179,D519 Zipper Flare Denim,6893854228552,Denim,78.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Vintage Washed Black Denim.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
180,D519 Leather Zipper Flare Pants,6893854097480,Bottoms,94.0,100% polyester,"The D519 Leather Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From A Black Vegan Leather.",Charcoal Grey,28/29/30/31/32/33/34/36/38/40/42,8
181,Ultra Baggy Lace Band Denim,6893853737032,Denim,68.0,100% cotton,"The Ultra Baggy Lace Band Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Acid Wash, Featuring Standard Five Pocket Denim Details, Contrast Stitching Details Throughout, And Finished With A Contrasting Shoe Lace Belt.",Blue,28/29/30/31/32/33/34/36/38/40/42,7
182,C23 Rave Double Cargo Denim,6893853704264,Denim,48.0,100% cotton,"The C23 Rave Double Cargo Denim Are Designed With A New Oversized Rave Fit, Constructed From A Washed Black Denim, Distressing Details Throughout, Cargo Pockets At The Outseam With Exposed Zippers, And Finished With A Traditional Hem.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
183,B710 Chino Chip Repaired Denim,6885698142280,Denim,42.0,100% cotton,"The B710 Chino Chip Repaired Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening. Constructed From 100% Cotton, Add A Pop Of Color To Your Wardrobe With A Bright Tan Denim. Can'T Forget The Minor Distressing And Camo Peep-Hole To Add Another Level Of Personality.",Tan,28/29/30/31/32/33/34/36/38/40/42,7
184,Ultra Baggy Rippled Denim Cargo Pants,6885698043976,Denim,62.0,100% cotton,"The Ultra Baggy Rippled Denim Cargo Pants Is Designed With Our New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Vintage Acid Wash, Oversized Pocketing And Zippers, And Double Stitched Western Lining.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
185,Ultra Baggy Dual Gradient Washed Denim,6883048194120,Denim,46.0,100% cotton,"The Ultra Baggy Dual Gradient Washed Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Light Wash, Featuring Standard Five Pocket Denim Details, And Finished With A Contrasting Gradient Wash From The Leg Opening Up The Leg To The Knees.",Blue,28/29/30/31/32/33/34/36/38/40/42,9
186,V707 Leather Chap Denim,6883047833672,Denim,78.0,82% cotton 18% polyester,"The V707 Leather Chap Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit. Featuring A Base Of 100% Cotton Black Denim, Layered With A Faux Leather Chap, And Lined With Eye-Catching Red Stitching Along The Outseam. ",Black,28/29/30/31/32/33/34/36/38/40/42,9
187,B705 Tear and Repair Denim,6877138944072,Denim,52.0,100% cotton,"The B705 Tear And Repair Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Black Denim, Tear And Repair Details In Tonal Fabric Throughout, And Finished With A Deconstructed Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,9
188,Ultra Baggy Studded Cargo Denim,6870097461320,Denim,62.0,84% cotton 16% polyester,"The Ultra Baggy Studded Cargo Denim Is Designed With Our New Oversized Ultra Baggy Fit, Constructed From A Blend Fabricated Denim With A Black Vintage Wash, Silver Studded Accents Throughout, Elongated Strap On The Back, And Adjustable Zippers For Fit Duality.",Black,28/29/30/31/32/33/34/36/38/40/42,8
189,Ultra Baggy Locomotive Denim,6861779992648,Denim,36.0,100% cotton,"The Ultra Baggy Locomotive Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Rust Tinted Denim With A Gradient Finish At The Leg Opening, Cargo Pockets At The Outseam, Self Fabric Strapping Details Throughout,Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Brown,28/29/30/31/32/33/34/36/38/40/42,7
190,B674 Spray Flared Denim,6824263123016,Denim,42.0,100% cotton,"The B674 Spray Flared Denim Are Designed With Our New B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Blue Denim, Spray Detail Down The Outseam, And Finished With A Traditional Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
191,X651 Distressed Circle Knee Denim,6812660236360,Denim,68.0,98% cotton 2% spandex,"The X651 Distressed Circle Knee Denim Is Designed With Our New X Fit Which Is  Skinny Throughout With An Extended Inseam For Stacking, And Features A Medium Wash With A Vintage Tint Wash, And Finished With Distressing Throughout With Repairs.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
192,Ultra Baggy Rivet Denim,6812660138056,Denim,48.0,100% cotton,"The Ultra Baggy Rivet Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Rivet Details Throughout Creating A Pleating Effect, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Black,28/29/30/31/32/33/34/36/38/40/42,8
193,B644 Flare Burnt Cowboy Denim,6804507459656,Denim,38.0,100% cotton,"The B644 Flare Burnt Cowboy Denim Are Designed In Our B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Tan Work Twill, Heavy Sanding Details Throughout For A More Vintage Feel And Look, And Finished With A Traditional Hem.",Black/Brown,28/29/30/31/32/33/34/36/38/40/42,10
194,Allover Frayed Denim Shorts,6795623465032,Denim,48.0,100% cotton,"The Allover Frayed Denim Shorts Are Designed With A Fit That Is Relaxed Throughout  And Features A Warm, Light Wash, And Finished With Mulit-Layered Repairs Striped Throughout With Embroidery Details.",Khaki,28/29/30/31/32/33/34/36/38/40/42,8
195,V631 Baggy Frayed Denim,6795623432264,Denim,54.0,100% cotton,"The V631 Allover Frayed Denims Are Designed With A Baggy Fit Throughout, Featuring A Vintage Wash, Exposed And Raw Seams Throughout, And Finished Off With Raw Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
196,X625 Skinny Stacked Denim,6791739244616,Denim,42.0,98% cotton 2% spandex,"The X625 Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Color Tinted Splotch Dye Wash And Light Garment Wash For Improved Hand Feel.",Multi,28/29/30/31/32/33/34/36/38/40/42,8
197,X385 Skinny Stacked Denim,6790232801352,Denim,68.0,98% cotton 2% spandex,"The X385 Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, Distressing Detail At The Knee, And Finished With A Light Garment Wash For Improved Hand Feel.",Blue,28/29/30/31/32/33/34/36/38/40/42,9
198,Void Baggy Cargo Denim,6789015699528,Denim,44.0,84% cotton 16% polyester,"The Void Baggy Cargo Denim Is A Bold Addition To Our Collection. Featuring Our Latest Void Fit With Extra Room In The Waist, Hip, And Leg Opening, Along With An Extended Inseam From Our Rave Fit. Constructed From Vintage Washed Black Cotton-Polyester Denim, Embracing Traditional 5 Pocket Denim Details, And Completing With Oversized Cargo Pockets At The Outseam.",Grass Camo,28/29/30/31/32/33/34/36/38/40/42,8
199,Void Baggy Ring Denim,6789015633992,Denim,46.0,84% cotton 16% polyester,"The Void Baggy Ring Denim Is A Bold Addition To Our Collection. Featuring Our Latest Void Fit With Extra Room In The Waist, Hip, And Leg Opening, Along With An Extended Inseam From Our Rave Fit. Constructed From A Vintage Washed Black Poly-Cotton Denim With Rust Stains Throughout, Embracing Traditional 5 Pocket Denim Details, Metal Eyelet Details On The Legs, Oversized Cargo Pockets At The Outseam, And Finished With A Poly Coating Throughout For A Sheen On The Fabric.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
200,B243 Flare Denim,6772181008456,Denim,54.0,100% cotton,"The B243 Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Washed Brown Duck Twill, Work Pants Panelling Removed After Wash For Contrasting Wash Area, Panelling At The Inseam And Outseam For A Slight Flare, Paint Splatter Throughout, And Finished With A Deconstructed Hem.",Navy,28/29/30/31/32/33/34/36/38/40/42,8
201,B577 Suede Western Flare Denim,6770145361992,Denim,48.0,98% cotton 2% spandex,"Introducing The B577 Suede Western Flare Denim, Crafted From A Comfort-Stretch Denim With A Relaxed Fit Through The Thigh And A Distinct Flare At The Leg Opening. The Black Denim Base Undergoes A Unique Flocked Treatment, Achieving A Suede-Like Texture That’S Both Visually Striking And Pleasing To The Touch. Embrace A Blend Of Traditional Western Aesthetics And Contemporary Flair With These Standout Jeans.",Rust,28/29/30/31/32/33/34/36/38/40/42,8
202,M524 Slim Stacked Denim,6762360242248,Denim,56.0,99% cotton 1% viscose,"The M524 Slim Stacked Denim Is Designed With Our M Fit Which Is Slim Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Light Garment Wash For Improved Hand Feel.",Black,28/29/30/31/32/33/34/36/38/40/42,8
203,X514 Skinny Stacked Denim,6752484065352,Denim,64.0,98% cotton 2% spandex,"The X514 Skinny Stacked Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking And A Flare At The Leg Opening, Constructed From Stretch Denim, And Finished With A Light Garment Wash For Improved Hand Feel.",Black,28/29/30/31/32/33/34/36/38/40/42,8
204,D474 Cargo Straight Denim,6620506783816,Denim,54.0,100% cotton,"The D474 Cargo Straight Denim Is Designed With Our New D Fit Which Is Relaxed Throughout And An Extended Inseam For Stacking, A Gradient Black Wash, Faux Leather Star Applique Patches Throughout, And Finished With Cargo Pockets At The Outseam.",Multi,28/29/30/31/32/33/34/36/38/40/42,9
205,X461 Skinny Denim,6620502818888,Denim,64.0,98% cotton 2% spandex,"The X461 Stretch Denim Is Designed With Our New X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking, And Finished In A Vintage Grey Washed Denim.",Grey,28/29/30/31/32/33/34/36/38/40/42,8
206,B447 Waxed Flare Denim,6620502687816,Denim,74.0,98% cotton / 2% spandex*,"The B447 Waxed Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Waxed Black Denim, Panelling At The Inseam And Outseam From Self Fabric For A Slight Flare, And Finished With A Deconstructed Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,9
207,G:04 Relaxed Flare Denim,6903935762504,Denim,98.0,100% cotton,"The G:04 Relaxed Flare Denim Is Constructed From 13 Ounces Of 100% Denim Treated With A Custom Wash Protocol Producing Unique Whiskering And Wash Through Each Pair.  This Entirely New Fit And Design Features A Longer Rise, More Room At The Thigh And Seat Then Finishes With A Slight Flare At The Leg Opening. The G:04 Denim Is Finished With Custom Lwh Hardware At The Rivets And Button Closure. ",Medium Blue,28/29/30/31/32/33/34/36/38/40/42,5
208,G:04 Relaxed Flare Denim,6903935729736,Denim,98.0,100% cotton,"The G:04 Relaxed Flare Denim Is Constructed From 13 Ounces Of 100% Denim Treated With A Custom Wash Protocol Producing Unique Whiskering And Wash Through Each Pair.  This Entirely New Fit And Design Features A Longer Rise, More Room At The Thigh And Seat Then Finishes With A Slight Flare At The Leg Opening. The G:04 Denim Is Finished With Custom Lwh Hardware At The Rivets And Button Closure. ",Washed Black,28/29/30/31/32/33/34/36/38/40/42,5
209,V727 Mixed Canvas Baggy Denim,6901144158280,Denim,52.0,100% cotton,The V727 Mixed Canvas Baggy Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit And Is Constructed From Cotton Canvas And Features Multi Colored Canvas Pattern Details Throughout.,Multi,28/29/30/31/32/33/34/36/38/40/42,8
210,V725 Cargo Zipper Denim,6898415435848,Denim,78.0,100% cotton,"The V725 Cargo Zipper Denim Is Designed With Our New V Fit Which Is Relaxed Throughout And Features A Vintage Wash Brown Denim, Cargo Pockets Throughout, Exposed Zippers Down The Wearer'S Front, And Finished Sanding And Whiskering Throughout.",Brown,28/29/30/31/32/33/34/36/38/40/42,8
211,V724 Baggy Chore Denim,6898288001096,Denim,68.0,100% cotton,The V724 Baggy Chore Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit And Features Vintage Wash Base With Sanding And Whiskering Details Throughout.,Vintage Blue,28/29/30/31/32/33/34/36/38/40/42,8
212,Ultra Baggy Chainlink Double Knee Pants,6898287837256,Bottoms,78.0,100% cotton,"The Ultra Baggy Chainlink Double Knee Pants Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Featuring Standard Work Pant Details, And Finished With Embroidery On The Double Knee Panel.",Khaki,28/29/30/31/32/33/34/36/38/40/42,8
213,D519 Zipper Flare Denim,6893854163016,Denim,60.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Black Denim.",Red,28/29/30/31/32/33/34/36/38/40/42,8
214,Ultra Baggy Asphalt Cargo Denim,6883047538760,Denim,48.0,82% cotton 18% polyester,"The Ultra Baggy Asphalt Cargo Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Black Denim With A Vintage Wash, Featuring Standard Five Pocket Denim Details, Cargo Pocket Details Throughout, And Finished With A Button Placket.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
215,Void Baggy Cargo Denim,6866912772168,Denim,72.0,100% cotton,"The Void Baggy Cargo Denim Is A Bold Addition To Our Collection. Featuring Our Latest Void Fit With Extra Room In The Waist, Hip, And Leg Opening, Along With An Extended Inseam From Our Rave Fit. Constructed From Vintage Washed Brown Cotton Denim, Embracing Traditional 5 Pocket Denim Details, And Completing With Oversized Cargo Pockets At The Outseam.",Brown,28/29/30/31/32/33/34/36/38/40/42,8
216,Ultra Baggy Gradient Double Knee Denim,6866912608328,Denim,56.0,100% cotton,"The Ultra Baggy Gradient Double Knee Denim Is Designed With Our New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Washed Ombre Design, And Double Western Knee Stitching.",Black/Grey,28/29/30/31/32/33/34/36/38/40/42,8
217,Ultra Baggy 70/30 Cargo Denim,6830608613448,Denim,48.0,100% cotton,"The Ultra Baggy 70/30 Cargo Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Dark, Cargo Short Paneling At The Upper, Cargo Pockets At The Wearer'S Front, And Finished In A Standard Hem.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
218,V671 Lichen Pinched Denim,6812662300744,Denim,38.0,100% cotton,The V671 Lichen Pinched Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit. 100% Cotton Denim That Features A Wash And Pinning Technique That Creates Whiskering Details Throughout. While Companioned By Oversized Pockets On The Mid-Leg.,Washed Olive,28/29/30/31/32/33/34/36/38/40/42,8
219,Star Studded Pants,6797865910344,Denim,54.0,100% cotton,"The Star Studded Pants Is Designed With Our New V Fit Which Is Relaxed Throughout, Features A Vintage Wash, Constructed From Custom Developed Patterned Corduroy Fabric And, Finished With Star Stud Details At The Fly, Outseam, And Back Pockets.",Washed Black,28/29/30/31/32/33/34/36/38/40/42,8
220,Allover Frayed Denim Shorts,6795623497800,Denim,48.0,100% cotton,"The Allover Frayed Denim Shorts Are Designed With A Fit That Is Relaxed Throughout  And Features A Warm, Light Wash, And Finished With Mulit-Layered Repairs Striped Throughout With Embroidery Details.",Olive,28/29/30/31/32/33/34/36/38/40/42,8
